level_1,level_2,level_3,level_4,level_5,radius_mm
non_deformable,record_330_fat_1,sample_0006,,,71.3
non_deformable,record_330_fat_1,sample_0007,,,71.3
non_deformable,record_330_fat_1,sample_0008,,,71.3
non_deformable,record_330_fat_1,sample_0009,,,71.3
non_deformable,record_330_fat_1,sample_0010,,,71.3
non_deformable,record_330_fat_1,sample_0011,,,71.9
non_deformable,record_330_fat_1,sample_0012,,,71.9
non_deformable,record_330_fat_1,sample_0013,,,71.9
non_deformable,record_330_fat_1,sample_0014,,,71.9
non_deformable,record_330_fat_1,sample_0015,,,71.9
non_deformable,record_330_fat_10,sample_0000,,,33.3
non_deformable,record_330_fat_10,sample_0001,,,26.9
non_deformable,record_330_fat_10,sample_0002,,,32.7
non_deformable,record_330_fat_10,sample_0003,,,33.0
non_deformable,record_330_fat_10,sample_0004,,,32.1
non_deformable,record_330_fat_10,sample_0005,,,34.3
non_deformable,record_330_fat_10,sample_0006,,,33.6
non_deformable,record_330_fat_10,sample_0007,,,33.6
non_deformable,record_330_fat_10,sample_0008,,,33.5
non_deformable,record_330_fat_10,sample_0009,,,33.1
non_deformable,record_330_fat_10,sample_0010,,,32.1
non_deformable,record_330_fat_10,sample_0011,,,30.8
non_deformable,record_330_fat_10,sample_0012,,,32.0
non_deformable,record_330_fat_10,sample_0013,,,31.4
non_deformable,record_330_fat_10,sample_0014,,,32.5
non_deformable,record_330_fat_10,sample_0015,,,31.2
non_deformable,record_330_fat_10,sample_0016,,,30.5
non_deformable,record_330_fat_11,sample_0000,,,29.3
non_deformable,record_330_fat_11,sample_0001,,,23.2
non_deformable,record_330_fat_11,sample_0002,,,28.7
non_deformable,record_330_fat_11,sample_0003,,,29.6
non_deformable,record_330_fat_11,sample_0004,,,22.9
non_deformable,record_330_fat_11,sample_0005,,,29.7
non_deformable,record_330_fat_11,sample_0006,,,22.7
non_deformable,record_330_fat_11,sample_0007,,,23.5
non_deformable,record_330_fat_11,sample_0008,,,21.2
non_deformable,record_330_fat_11,sample_0009,,,23.3
non_deformable,record_330_fat_11,sample_0010,,,27.7
non_deformable,record_330_fat_11,sample_0011,,,22.6
non_deformable,record_330_fat_11,sample_0012,,,22.4
non_deformable,record_330_fat_11,sample_0013,,,28.3
non_deformable,record_330_fat_11,sample_0014,,,22.2
non_deformable,record_330_fat_11,sample_0015,,,29.0
non_deformable,record_330_fat_11,sample_0016,,,29.0
non_deformable,record_330_fat_11,sample_0017,,,29.7
non_deformable,record_330_fat_11,sample_0018,,,24.3
non_deformable,record_330_fat_11,sample_0019,,,23.8
non_deformable,record_330_fat_11,sample_0020,,,30.3
non_deformable,record_330_fat_11,sample_0021,,,29.4
non_deformable,record_330_fat_11,sample_0022,,,30.5
non_deformable,record_330_fat_11,sample_0023,,,30.7
non_deformable,record_330_fat_11,sample_0024,,,29.5
non_deformable,record_330_fat_11,sample_0025,,,22.4
non_deformable,record_330_fat_11,sample_0026,,,30.4
non_deformable,record_330_fat_11,sample_0027,,,28.8
non_deformable,record_330_fat_11,sample_0028,,,23.2
non_deformable,record_330_fat_11,sample_0029,,,28.1
non_deformable,record_330_fat_11,sample_0030,,,27.5
non_deformable,record_330_fat_11,sample_0031,,,22.6
non_deformable,record_330_fat_11,sample_0032,,,29.3
non_deformable,record_330_fat_11,sample_0033,,,29.4
non_deformable,record_330_fat_12,sample_0000,,,30.1
non_deformable,record_330_fat_12,sample_0001,,,29.5
non_deformable,record_330_fat_12,sample_0002,,,28.3
non_deformable,record_330_fat_12,sample_0003,,,28.2
non_deformable,record_330_fat_12,sample_0004,,,28.9
non_deformable,record_330_fat_12,sample_0005,,,22.0
non_deformable,record_330_fat_12,sample_0006,,,29.0
non_deformable,record_330_fat_12,sample_0007,,,28.9
non_deformable,record_330_fat_12,sample_0008,,,30.1
non_deformable,record_330_fat_12,sample_0009,,,30.6
non_deformable,record_330_fat_12,sample_0010,,,29.9
non_deformable,record_330_fat_12,sample_0011,,,30.2
non_deformable,record_330_fat_12,sample_0012,,,26.1
non_deformable,record_330_fat_12,sample_0013,,,21.0
non_deformable,record_330_fat_12,sample_0014,,,22.9
non_deformable,record_330_fat_12,sample_0015,,,22.2
non_deformable,record_330_fat_12,sample_0016,,,22.0
non_deformable,record_330_fat_12,sample_0017,,,30.2
non_deformable,record_330_fat_12,sample_0018,,,29.0
non_deformable,record_330_fat_12,sample_0019,,,29.5
non_deformable,record_330_fat_12,sample_0020,,,30.0
non_deformable,record_330_fat_12,sample_0021,,,30.0
non_deformable,record_330_fat_12,sample_0022,,,29.0
non_deformable,record_330_fat_12,sample_0023,,,28.2
non_deformable,record_330_fat_12,sample_0024,,,28.0
non_deformable,record_330_fat_12,sample_0025,,,24.0
non_deformable,record_330_fat_12,sample_0026,,,26.9
non_deformable,record_330_fat_12,sample_0027,,,25.1
non_deformable,record_330_fat_12,sample_0028,,,27.7
non_deformable,record_330_fat_12,sample_0029,,,28.0
non_deformable,record_330_fat_12,sample_0030,,,27.5
non_deformable,record_330_fat_12,sample_0031,,,28.5
non_deformable,record_330_fat_12,sample_0032,,,28.8
non_deformable,record_330_fat_12,sample_0033,,,27.7
non_deformable,record_330_fat_12,sample_0034,,,28.4
non_deformable,record_330_fat_12,sample_0035,,,22.5
non_deformable,record_330_fat_12,sample_0036,,,29.8
non_deformable,record_330_fat_12,sample_0037,,,23.3
non_deformable,record_330_fat_12,sample_0038,,,22.8
non_deformable,record_330_fat_13,sample_0000,,,22.6
non_deformable,record_330_fat_13,sample_0001,,,28.9
non_deformable,record_330_fat_13,sample_0002,,,27.9
non_deformable,record_330_fat_13,sample_0003,,,28.8
non_deformable,record_330_fat_13,sample_0004,,,24.4
non_deformable,record_330_fat_13,sample_0005,,,28.2
non_deformable,record_330_fat_13,sample_0006,,,24.4
non_deformable,record_330_fat_13,sample_0007,,,28.3
non_deformable,record_330_fat_13,sample_0008,,,24.4
non_deformable,record_330_fat_13,sample_0009,,,23.5
non_deformable,record_330_fat_13,sample_0010,,,21.9
non_deformable,record_330_fat_13,sample_0011,,,26.8
non_deformable,record_330_fat_13,sample_0012,,,22.3
non_deformable,record_330_fat_13,sample_0013,,,22.4
non_deformable,record_330_fat_13,sample_0014,,,22.5
non_deformable,record_330_fat_13,sample_0015,,,27.8
non_deformable,record_330_fat_13,sample_0016,,,20.9
non_deformable,record_330_fat_13,sample_0017,,,23.1
non_deformable,record_330_fat_13,sample_0018,,,23.7
non_deformable,record_330_fat_13,sample_0019,,,22.9
non_deformable,record_330_fat_13,sample_0020,,,26.7
non_deformable,record_330_fat_13,sample_0021,,,28.7
non_deformable,record_330_fat_13,sample_0022,,,27.2
non_deformable,record_330_fat_13,sample_0023,,,28.5
non_deformable,record_330_fat_13,sample_0024,,,24.9
non_deformable,record_330_fat_13,sample_0025,,,28.6
non_deformable,record_330_fat_13,sample_0026,,,24.8
non_deformable,record_330_fat_13,sample_0027,,,25.9
non_deformable,record_330_fat_13,sample_0028,,,27.3
non_deformable,record_330_fat_13,sample_0029,,,27.3
non_deformable,record_330_fat_13,sample_0030,,,24.1
non_deformable,record_330_fat_13,sample_0031,,,23.7
non_deformable,record_330_fat_13,sample_0032,,,27.7
non_deformable,record_330_fat_13,sample_0033,,,28.3
non_deformable,record_330_fat_13,sample_0034,,,28.6
non_deformable,record_330_fat_13,sample_0035,,,27.8
non_deformable,record_330_fat_13,sample_0036,,,28.7
non_deformable,record_330_fat_13,sample_0037,,,20.6
non_deformable,record_330_fat_13,sample_0038,,,28.2
non_deformable,record_330_fat_13,sample_0039,,,23.6
non_deformable,record_330_fat_14,sample_0000,,,34.3
non_deformable,record_330_fat_14,sample_0001,,,33.6
non_deformable,record_330_fat_14,sample_0002,,,34.6
non_deformable,record_330_fat_14,sample_0003,,,34.0
non_deformable,record_330_fat_14,sample_0004,,,34.1
non_deformable,record_330_fat_14,sample_0005,,,35.6
non_deformable,record_330_fat_14,sample_0006,,,38.4
non_deformable,record_330_fat_14,sample_0007,,,35.3
non_deformable,record_330_fat_14,sample_0008,,,34.4
non_deformable,record_330_fat_14,sample_0009,,,37.0
non_deformable,record_330_fat_14,sample_0010,,,39.7
non_deformable,record_330_fat_14,sample_0011,,,36.4
non_deformable,record_330_fat_14,sample_0012,,,35.8
non_deformable,record_330_fat_14,sample_0013,,,33.1
non_deformable,record_330_fat_14,sample_0014,,,34.6
non_deformable,record_330_fat_14,sample_0015,,,39.4
non_deformable,record_330_fat_14,sample_0016,,,32.2
non_deformable,record_330_fat_14,sample_0017,,,32.7
non_deformable,record_330_fat_14,sample_0018,,,32.6
non_deformable,record_330_fat_14,sample_0019,,,32.0
non_deformable,record_330_fat_14,sample_0020,,,34.3
non_deformable,record_330_fat_14,sample_0021,,,34.0
non_deformable,record_330_fat_14,sample_0022,,,36.2
non_deformable,record_330_fat_14,sample_0023,,,47.3
non_deformable,record_330_fat_14,sample_0024,,,40.4
non_deformable,record_330_fat_14,sample_0025,,,43.5
non_deformable,record_330_fat_14,sample_0026,,,32.2
non_deformable,record_330_fat_14,sample_0027,,,33.5
non_deformable,record_330_fat_14,sample_0028,,,83.1
non_deformable,record_330_fat_14,sample_0029,,,45.5
non_deformable,record_330_fat_14,sample_0030,,,33.0
non_deformable,record_330_fat_14,sample_0031,,,33.2
non_deformable,record_330_fat_14,sample_0032,,,45.8
non_deformable,record_330_fat_14,sample_0033,,,47.6
non_deformable,record_330_fat_15,sample_0000,,,32.5
non_deformable,record_330_fat_15,sample_0001,,,33.9
non_deformable,record_330_fat_15,sample_0002,,,33.8
non_deformable,record_330_fat_15,sample_0003,,,32.7
non_deformable,record_330_fat_15,sample_0004,,,32.2
non_deformable,record_330_fat_15,sample_0005,,,32.7
non_deformable,record_330_fat_15,sample_0006,,,32.7
non_deformable,record_330_fat_15,sample_0007,,,33.8
non_deformable,record_330_fat_15,sample_0008,,,33.1
non_deformable,record_330_fat_15,sample_0009,,,33.5
non_deformable,record_330_fat_15,sample_0010,,,34.3
non_deformable,record_330_fat_15,sample_0011,,,32.0
non_deformable,record_330_fat_15,sample_0012,,,32.1
non_deformable,record_330_fat_15,sample_0013,,,32.5
non_deformable,record_330_fat_15,sample_0014,,,32.5
non_deformable,record_330_fat_15,sample_0015,,,33.5
non_deformable,record_330_fat_15,sample_0016,,,32.5
non_deformable,record_330_fat_15,sample_0017,,,31.6
non_deformable,record_330_fat_15,sample_0018,,,30.9
non_deformable,record_330_fat_15,sample_0019,,,81.9
non_deformable,record_330_fat_15,sample_0020,,,23.1
non_deformable,record_330_fat_15,sample_0021,,,82.6
non_deformable,record_330_fat_15,sample_0022,,,82.7
non_deformable,record_330_fat_15,sample_0023,,,80.5
non_deformable,record_330_fat_15,sample_0024,,,84.0
non_deformable,record_330_fat_15,sample_0025,,,80.2
non_deformable,record_330_fat_15,sample_0026,,,82.4
non_deformable,record_330_fat_15,sample_0027,,,83.3
non_deformable,record_330_fat_15,sample_0028,,,39.4
non_deformable,record_330_fat_15,sample_0029,,,46.3
non_deformable,record_330_fat_15,sample_0030,,,46.0
non_deformable,record_330_fat_15,sample_0031,,,81.3
non_deformable,record_330_fat_15,sample_0032,,,85.8
non_deformable,record_330_fat_15,sample_0033,,,84.9
non_deformable,record_330_fat_15,sample_0034,,,31.6
non_deformable,record_330_fat_15,sample_0035,,,31.1
non_deformable,record_330_fat_15,sample_0036,,,31.3
non_deformable,record_330_fat_15,sample_0037,,,31.4
non_deformable,record_330_fat_16,sample_0000,,,32.3
non_deformable,record_330_fat_16,sample_0001,,,31.9
non_deformable,record_330_fat_16,sample_0002,,,32.0
non_deformable,record_330_fat_16,sample_0003,,,31.8
non_deformable,record_330_fat_16,sample_0004,,,33.2
non_deformable,record_330_fat_16,sample_0005,,,32.1
non_deformable,record_330_fat_16,sample_0006,,,31.7
non_deformable,record_330_fat_16,sample_0007,,,31.8
non_deformable,record_330_fat_16,sample_0008,,,31.3
non_deformable,record_330_fat_16,sample_0009,,,32.1
non_deformable,record_330_fat_16,sample_0010,,,33.0
non_deformable,record_330_fat_16,sample_0011,,,33.3
non_deformable,record_330_fat_16,sample_0012,,,35.9
non_deformable,record_330_fat_16,sample_0013,,,32.6
non_deformable,record_330_fat_16,sample_0014,,,32.9
non_deformable,record_330_fat_16,sample_0015,,,33.4
non_deformable,record_330_fat_16,sample_0016,,,32.6
non_deformable,record_330_fat_16,sample_0017,,,32.5
non_deformable,record_330_fat_16,sample_0018,,,31.1
non_deformable,record_330_fat_16,sample_0019,,,34.8
non_deformable,record_330_fat_16,sample_0020,,,32.5
non_deformable,record_330_fat_16,sample_0021,,,34.0
non_deformable,record_330_fat_16,sample_0022,,,33.4
non_deformable,record_330_fat_16,sample_0023,,,35.2
non_deformable,record_330_fat_16,sample_0024,,,32.4
non_deformable,record_330_fat_16,sample_0025,,,32.9
non_deformable,record_330_fat_16,sample_0026,,,32.5
non_deformable,record_330_fat_16,sample_0027,,,32.5
non_deformable,record_330_fat_16,sample_0028,,,31.8
non_deformable,record_330_fat_16,sample_0029,,,32.2
non_deformable,record_330_fat_16,sample_0030,,,32.4
non_deformable,record_330_fat_16,sample_0031,,,31.4
non_deformable,record_330_fat_16,sample_0032,,,33.7
non_deformable,record_330_fat_16,sample_0033,,,32.5
non_deformable,record_330_fat_16,sample_0034,,,33.1
non_deformable,record_330_fat_2,sample_0000,,,72.2
non_deformable,record_330_fat_2,sample_0001,,,72.2
non_deformable,record_330_fat_2,sample_0002,,,71.8
non_deformable,record_330_fat_2,sample_0003,,,71.8
non_deformable,record_330_fat_2,sample_0004,,,71.8
non_deformable,record_330_fat_2,sample_0005,,,71.1
non_deformable,record_330_fat_2,sample_0006,,,70.5
non_deformable,record_330_fat_2,sample_0007,,,70.5
non_deformable,record_330_fat_2,sample_0008,,,71.1
non_deformable,record_330_fat_2,sample_0009,,,71.1
non_deformable,record_330_fat_2,sample_0010,,,71.1
non_deformable,record_330_fat_2,sample_0011,,,71.1
non_deformable,record_330_fat_2,sample_0012,,,71.5
non_deformable,record_330_fat_2,sample_0013,,,71.0
non_deformable,record_330_fat_2,sample_0014,,,67.4
non_deformable,record_330_fat_2,sample_0015,,,71.1
non_deformable,record_330_fat_2,sample_0016,,,71.1
non_deformable,record_330_fat_2,sample_0017,,,71.1
non_deformable,record_330_fat_2,sample_0018,,,71.1
non_deformable,record_330_fat_2,sample_0019,,,71.5
non_deformable,record_330_fat_2,sample_0020,,,71.5
non_deformable,record_330_fat_2,sample_0021,,,71.0
non_deformable,record_330_fat_2,sample_0022,,,71.0
non_deformable,record_330_fat_2,sample_0023,,,71.0
non_deformable,record_330_fat_2,sample_0024,,,72.0
non_deformable,record_330_fat_2,sample_0025,,,71.9
non_deformable,record_330_fat_2,sample_0026,,,71.9
non_deformable,record_330_fat_2,sample_0027,,,71.9
non_deformable,record_330_fat_2,sample_0028,,,71.9
non_deformable,record_330_fat_3,sample_0000,,,33.5
non_deformable,record_330_fat_3,sample_0001,,,35.1
non_deformable,record_330_fat_3,sample_0002,,,35.0
non_deformable,record_330_fat_3,sample_0003,,,33.9
non_deformable,record_330_fat_3,sample_0004,,,33.9
non_deformable,record_330_fat_3,sample_0005,,,33.4
non_deformable,record_330_fat_3,sample_0006,,,34.6
non_deformable,record_330_fat_3,sample_0007,,,34.1
non_deformable,record_330_fat_3,sample_0008,,,34.6
non_deformable,record_330_fat_3,sample_0009,,,30.0
non_deformable,record_330_fat_3,sample_0010,,,35.6
non_deformable,record_330_fat_3,sample_0011,,,35.1
non_deformable,record_330_fat_3,sample_0012,,,34.3
non_deformable,record_330_fat_3,sample_0013,,,34.2
non_deformable,record_330_fat_3,sample_0014,,,35.6
non_deformable,record_330_fat_3,sample_0015,,,35.5
non_deformable,record_330_fat_3,sample_0016,,,33.0
non_deformable,record_330_fat_3,sample_0017,,,34.5
non_deformable,record_330_fat_3,sample_0018,,,34.4
non_deformable,record_330_fat_3,sample_0019,,,36.3
non_deformable,record_330_fat_3,sample_0020,,,34.3
non_deformable,record_330_fat_3,sample_0021,,,36.9
non_deformable,record_330_fat_3,sample_0022,,,38.0
non_deformable,record_330_fat_3,sample_0023,,,35.2
non_deformable,record_330_fat_3,sample_0024,,,34.0
non_deformable,record_330_fat_3,sample_0025,,,35.5
non_deformable,record_330_fat_3,sample_0026,,,36.2
non_deformable,record_330_fat_3,sample_0027,,,32.5
non_deformable,record_330_fat_3,sample_0028,,,33.8
non_deformable,record_330_fat_3,sample_0029,,,35.1
non_deformable,record_330_fat_3,sample_0030,,,33.1
non_deformable,record_330_fat_5,sample_0000,,,40.0
non_deformable,record_330_fat_5,sample_0001,,,32.7
non_deformable,record_330_fat_5,sample_0002,,,34.9
non_deformable,record_330_fat_5,sample_0003,,,38.0
non_deformable,record_330_fat_5,sample_0004,,,33.8
non_deformable,record_330_fat_5,sample_0005,,,30.2
non_deformable,record_330_fat_5,sample_0006,,,37.8
non_deformable,record_330_fat_5,sample_0007,,,38.6
non_deformable,record_330_fat_5,sample_0008,,,36.9
non_deformable,record_330_fat_5,sample_0009,,,33.4
non_deformable,record_330_fat_5,sample_0010,,,33.4
non_deformable,record_330_fat_5,sample_0011,,,34.3
non_deformable,record_330_fat_5,sample_0012,,,35.6
non_deformable,record_330_fat_5,sample_0013,,,34.5
non_deformable,record_330_fat_5,sample_0014,,,35.5
non_deformable,record_330_fat_5,sample_0015,,,34.3
non_deformable,record_330_fat_5,sample_0016,,,33.8
non_deformable,record_330_fat_5,sample_0017,,,36.8
non_deformable,record_330_fat_5,sample_0018,,,36.8
non_deformable,record_330_fat_5,sample_0019,,,33.1
non_deformable,record_330_fat_5,sample_0020,,,33.1
non_deformable,record_330_fat_5,sample_0021,,,36.0
non_deformable,record_330_fat_5,sample_0022,,,34.1
non_deformable,record_330_fat_5,sample_0023,,,34.9
non_deformable,record_330_fat_5,sample_0024,,,34.2
non_deformable,record_330_fat_5,sample_0025,,,33.6
non_deformable,record_330_fat_6,sample_0000,,,35.4
non_deformable,record_330_fat_6,sample_0001,,,34.1
non_deformable,record_330_fat_6,sample_0002,,,33.8
non_deformable,record_330_fat_6,sample_0003,,,35.4
non_deformable,record_330_fat_6,sample_0004,,,34.3
non_deformable,record_330_fat_6,sample_0005,,,33.8
non_deformable,record_330_fat_6,sample_0006,,,33.7
non_deformable,record_330_fat_6,sample_0007,,,33.7
non_deformable,record_330_fat_6,sample_0008,,,33.7
non_deformable,record_330_fat_6,sample_0009,,,33.1
non_deformable,record_330_fat_6,sample_0010,,,33.8
non_deformable,record_330_fat_6,sample_0011,,,32.9
non_deformable,record_330_fat_6,sample_0012,,,32.3
non_deformable,record_330_fat_6,sample_0013,,,34.1
non_deformable,record_330_fat_6,sample_0014,,,35.0
non_deformable,record_330_fat_6,sample_0015,,,34.0
non_deformable,record_330_fat_6,sample_0016,,,33.5
non_deformable,record_330_fat_6,sample_0017,,,36.3
non_deformable,record_330_fat_6,sample_0018,,,37.2
non_deformable,record_330_fat_6,sample_0019,,,33.9
non_deformable,record_330_fat_6,sample_0020,,,35.9
non_deformable,record_330_fat_6,sample_0021,,,29.7
non_deformable,record_330_fat_6,sample_0022,,,32.6
non_deformable,record_330_fat_6,sample_0023,,,34.8
non_deformable,record_330_fat_6,sample_0024,,,35.7
non_deformable,record_330_fat_6,sample_0025,,,36.3
non_deformable,record_330_fat_6,sample_0026,,,36.3
non_deformable,record_330_fat_6,sample_0027,,,33.4
non_deformable,record_330_fat_7,sample_0000,,,32.7
non_deformable,record_330_fat_7,sample_0001,,,32.1
non_deformable,record_330_fat_7,sample_0002,,,33.1
non_deformable,record_330_fat_7,sample_0003,,,33.0
non_deformable,record_330_fat_7,sample_0004,,,33.6
non_deformable,record_330_fat_7,sample_0005,,,32.7
non_deformable,record_330_fat_7,sample_0006,,,34.4
non_deformable,record_330_fat_7,sample_0007,,,34.4
non_deformable,record_330_fat_7,sample_0008,,,34.6
non_deformable,record_330_fat_7,sample_0009,,,33.9
non_deformable,record_330_fat_7,sample_0010,,,32.6
non_deformable,record_330_fat_7,sample_0011,,,33.9
non_deformable,record_330_fat_7,sample_0012,,,33.6
non_deformable,record_330_fat_7,sample_0013,,,34.1
non_deformable,record_330_fat_7,sample_0014,,,33.5
non_deformable,record_330_fat_7,sample_0015,,,33.3
non_deformable,record_330_fat_7,sample_0016,,,31.3
non_deformable,record_330_fat_7,sample_0017,,,32.7
non_deformable,record_330_fat_7,sample_0018,,,31.9
non_deformable,record_330_fat_7,sample_0019,,,33.2
non_deformable,record_330_fat_7,sample_0020,,,34.5
non_deformable,record_330_fat_7,sample_0021,,,34.3
non_deformable,record_330_fat_7,sample_0022,,,33.6
non_deformable,record_330_fat_7,sample_0023,,,33.6
non_deformable,record_330_fat_7,sample_0024,,,32.5
non_deformable,record_330_fat_7,sample_0025,,,32.4
non_deformable,record_330_fat_7,sample_0026,,,32.0
non_deformable,record_330_fat_7,sample_0027,,,33.1
non_deformable,record_330_fat_7,sample_0028,,,33.2
non_deformable,record_330_fat_7,sample_0029,,,32.7
non_deformable,record_330_fat_7,sample_0030,,,32.1
non_deformable,record_330_fat_7,sample_0031,,,32.6
non_deformable,record_330_fat_8,sample_0000,,,31.8
non_deformable,record_330_fat_8,sample_0001,,,30.7
non_deformable,record_330_fat_8,sample_0002,,,30.0
non_deformable,record_330_fat_8,sample_0003,,,31.2
non_deformable,record_330_fat_8,sample_0004,,,30.9
non_deformable,record_330_fat_8,sample_0005,,,33.3
non_deformable,record_330_fat_8,sample_0006,,,33.3
non_deformable,record_330_fat_8,sample_0007,,,32.5
non_deformable,record_330_fat_8,sample_0008,,,32.5
non_deformable,record_330_fat_8,sample_0009,,,31.8
non_deformable,record_330_fat_8,sample_0010,,,31.6
non_deformable,record_330_fat_8,sample_0011,,,33.1
non_deformable,record_330_fat_8,sample_0012,,,31.9
non_deformable,record_330_fat_8,sample_0013,,,34.0
non_deformable,record_330_fat_8,sample_0014,,,34.3
non_deformable,record_330_fat_8,sample_0015,,,32.5
non_deformable,record_330_fat_8,sample_0016,,,32.7
non_deformable,record_330_fat_8,sample_0017,,,32.7
non_deformable,record_330_fat_8,sample_0018,,,32.8
non_deformable,record_330_fat_8,sample_0019,,,31.4
non_deformable,record_330_fat_8,sample_0020,,,31.4
non_deformable,record_330_fat_8,sample_0021,,,25.9
non_deformable,record_330_fat_8,sample_0022,,,30.9
non_deformable,record_330_fat_8,sample_0023,,,30.3
non_deformable,record_330_fat_8,sample_0024,,,32.3
non_deformable,record_330_fat_8,sample_0025,,,32.1
non_deformable,record_330_fat_8,sample_0026,,,32.8
non_deformable,record_330_fat_8,sample_0027,,,32.8
non_deformable,record_330_fat_8,sample_0028,,,31.8
non_deformable,record_330_fat_8,sample_0029,,,31.4
non_deformable,record_330_fat_8,sample_0030,,,33.0
non_deformable,record_330_fat_9,sample_0000,,,34.8
non_deformable,record_330_fat_9,sample_0001,,,31.2
non_deformable,record_330_fat_9,sample_0002,,,31.5
non_deformable,record_330_fat_9,sample_0003,,,31.9
non_deformable,record_330_fat_9,sample_0004,,,32.4
non_deformable,record_330_fat_9,sample_0005,,,32.5
non_deformable,record_330_fat_9,sample_0006,,,30.8
non_deformable,record_330_fat_9,sample_0007,,,33.5
non_deformable,record_330_fat_9,sample_0008,,,33.3
non_deformable,record_330_fat_9,sample_0009,,,33.5
non_deformable,record_330_fat_9,sample_0010,,,33.8
non_deformable,record_330_fat_9,sample_0011,,,31.8
non_deformable,record_330_fat_9,sample_0012,,,27.5
non_deformable,record_330_fat_9,sample_0013,,,32.0
non_deformable,record_330_fat_9,sample_0014,,,33.0
non_deformable,record_330_fat_9,sample_0015,,,32.0
non_deformable,record_330_fat_9,sample_0016,,,32.0
non_deformable,record_330_fat_9,sample_0017,,,32.3
non_deformable,record_330_fat_9,sample_0018,,,31.8
non_deformable,record_330_fat_9,sample_0019,,,32.0
non_deformable,record_330_fat_9,sample_0020,,,32.8
non_deformable,record_330_fat_9,sample_0021,,,33.0
non_deformable,record_330_fat_9,sample_0022,,,34.0
non_deformable,record_330_fat_9,sample_0023,,,33.1
non_deformable,record_330_fat_9,sample_0024,,,33.1
non_deformable,record_330_fat_9,sample_0025,,,34.1
non_deformable,record_330_fat_9,sample_0026,,,32.1
non_deformable,record_330_fat_9,sample_0027,,,33.2
non_deformable,record_330_fat_9,sample_0028,,,31.6
non_deformable,record_330_fat_9,sample_0029,,,32.0
non_deformable,record_330_fat_9,sample_0030,,,32.6
non_deformable,record_330_fat_9,sample_0031,,,31.4
non_deformable,record_330_fat_9,sample_0032,,,32.4
non_deformable,record_330_fat_9,sample_0033,,,31.0
non_deformable,record_330_fat_9,sample_0034,,,30.7
non_deformable,record_330_fat_9,sample_0035,,,30.8
non_deformable,record_330_fat_9,sample_0036,,,33.8
non_deformable,record_330_fat_9,sample_0037,,,33.1
non_deformable,record_330_fat_9,sample_0038,,,31.0
non_deformable,record_330_fat_9,sample_0039,,,31.0
non_deformable,record_330_slim_1,sample_0000,,,71.4
non_deformable,record_330_slim_1,sample_0001,,,66.8
non_deformable,record_330_slim_1,sample_0002,,,66.8
non_deformable,record_330_slim_1,sample_0003,,,71.4
non_deformable,record_330_slim_1,sample_0004,,,71.4
non_deformable,record_330_slim_1,sample_0005,,,66.8
non_deformable,record_330_slim_1,sample_0006,,,71.4
non_deformable,record_330_slim_1,sample_0007,,,71.4
non_deformable,record_330_slim_1,sample_0008,,,66.8
non_deformable,record_330_slim_1,sample_0009,,,66.8
non_deformable,record_330_slim_1,sample_0010,,,66.8
non_deformable,record_330_slim_1,sample_0011,,,71.4
non_deformable,record_330_slim_1,sample_0012,,,72.0
non_deformable,record_330_slim_1,sample_0013,,,71.2
non_deformable,record_330_slim_1,sample_0014,,,71.2
non_deformable,record_330_slim_1,sample_0015,,,71.2
non_deformable,record_330_slim_1,sample_0016,,,71.4
non_deformable,record_330_slim_1,sample_0017,,,72.2
non_deformable,record_330_slim_1,sample_0018,,,71.4
non_deformable,record_330_slim_1,sample_0019,,,66.8
non_deformable,record_330_slim_1,sample_0020,,,66.8
non_deformable,record_330_slim_1,sample_0021,,,71.3
non_deformable,record_330_slim_1,sample_0022,,,71.3
non_deformable,record_330_slim_1,sample_0023,,,71.4
non_deformable,record_330_slim_1,sample_0024,,,71.4
non_deformable,record_330_slim_1,sample_0025,,,71.4
non_deformable,record_330_slim_1,sample_0026,,,66.8
non_deformable,record_330_slim_1,sample_0027,,,66.8
non_deformable,record_330_slim_1,sample_0028,,,71.4
non_deformable,record_330_slim_1,sample_0029,,,71.4
non_deformable,record_330_slim_1,sample_0030,,,71.1
non_deformable,record_330_slim_1,sample_0031,,,72.2
non_deformable,record_330_slim_1,sample_0032,,,72.2
non_deformable,record_330_slim_1,sample_0033,,,72.2
non_deformable,record_330_slim_10,sample_0000,,,34.7
non_deformable,record_330_slim_10,sample_0001,,,30.1
non_deformable,record_330_slim_10,sample_0002,,,30.1
non_deformable,record_330_slim_10,sample_0003,,,33.7
non_deformable,record_330_slim_10,sample_0004,,,32.9
non_deformable,record_330_slim_10,sample_0005,,,32.6
non_deformable,record_330_slim_10,sample_0006,,,29.9
non_deformable,record_330_slim_10,sample_0007,,,32.0
non_deformable,record_330_slim_10,sample_0008,,,32.0
non_deformable,record_330_slim_10,sample_0009,,,33.6
non_deformable,record_330_slim_10,sample_0010,,,33.5
non_deformable,record_330_slim_10,sample_0011,,,33.0
non_deformable,record_330_slim_10,sample_0012,,,32.7
non_deformable,record_330_slim_10,sample_0013,,,32.6
non_deformable,record_330_slim_10,sample_0014,,,30.7
non_deformable,record_330_slim_10,sample_0015,,,31.1
non_deformable,record_330_slim_10,sample_0016,,,32.4
non_deformable,record_330_slim_10,sample_0017,,,32.7
non_deformable,record_330_slim_10,sample_0018,,,30.8
