level_1,level_2,level_3,level_4,level_5,radius_mm
deformable,record_500_empty_1,sample_0009,,,66.4
deformable,record_500_empty_1,sample_0010,,,70.0
deformable,record_500_empty_1,sample_0011,,,69.8
deformable,record_500_empty_1,sample_0012,,,70.9
deformable,record_500_empty_1,sample_0013,,,70.9
deformable,record_500_empty_1,sample_0014,,,66.4
deformable,record_500_empty_1,sample_0015,,,66.4
deformable,record_500_empty_1,sample_0016,,,66.4
deformable,record_500_empty_1,sample_0017,,,70.0
deformable,record_500_empty_1,sample_0018,,,66.4
deformable,record_500_empty_1,sample_0019,,,66.4
deformable,record_500_empty_1,sample_0020,,,66.4
deformable,record_500_empty_1,sample_0021,,,70.0
deformable,record_500_empty_1,sample_0022,,,66.4
deformable,record_500_empty_1,sample_0023,,,66.4
deformable,record_500_empty_1,sample_0024,,,66.4
deformable,record_500_empty_1,sample_0025,,,66.4
deformable,record_500_empty_1,sample_0026,,,66.4
deformable,record_500_empty_10,sample_0000,,,27.8
deformable,record_500_empty_10,sample_0001,,,29.0
deformable,record_500_empty_10,sample_0002,,,31.5
deformable,record_500_empty_10,sample_0003,,,23.6
deformable,record_500_empty_10,sample_0004,,,23.8
deformable,record_500_empty_10,sample_0005,,,28.6
deformable,record_500_empty_10,sample_0006,,,27.3
deformable,record_500_empty_10,sample_0007,,,25.3
deformable,record_500_empty_10,sample_0008,,,25.3
deformable,record_500_empty_10,sample_0009,,,19.7
deformable,record_500_empty_10,sample_0010,,,27.4
deformable,record_500_empty_10,sample_0011,,,27.2
deformable,record_500_empty_10,sample_0012,,,30.1
deformable,record_500_empty_10,sample_0013,,,30.3
deformable,record_500_empty_10,sample_0014,,,20.6
deformable,record_500_empty_10,sample_0015,,,19.7
deformable,record_500_empty_10,sample_0016,,,21.9
deformable,record_500_empty_10,sample_0017,,,19.9
deformable,record_500_empty_10,sample_0018,,,30.6
deformable,record_500_empty_10,sample_0019,,,32.4
deformable,record_500_empty_10,sample_0020,,,31.0
deformable,record_500_empty_10,sample_0021,,,28.5
deformable,record_500_empty_10,sample_0022,,,23.1
deformable,record_500_empty_10,sample_0023,,,23.9
deformable,record_500_empty_10,sample_0024,,,29.4
deformable,record_500_empty_10,sample_0025,,,29.5
deformable,record_500_empty_10,sample_0026,,,29.8
deformable,record_500_empty_10,sample_0027,,,32.2
deformable,record_500_empty_10,sample_0028,,,28.6
deformable,record_500_empty_10,sample_0029,,,30.3
deformable,record_500_empty_10,sample_0030,,,30.1
deformable,record_500_empty_2,sample_0000,,,69.6
deformable,record_500_empty_2,sample_0001,,,66.1
deformable,record_500_empty_2,sample_0002,,,70.0
deformable,record_500_empty_2,sample_0003,,,70.8
deformable,record_500_empty_2,sample_0004,,,70.8
deformable,record_500_empty_2,sample_0005,,,69.5
deformable,record_500_empty_2,sample_0006,,,69.5
deformable,record_500_empty_2,sample_0007,,,66.1
deformable,record_500_empty_2,sample_0008,,,66.1
deformable,record_500_empty_2,sample_0009,,,66.1
deformable,record_500_empty_2,sample_0010,,,66.1
deformable,record_500_empty_2,sample_0011,,,66.1
deformable,record_500_empty_2,sample_0012,,,66.1
deformable,record_500_empty_2,sample_0013,,,69.6
deformable,record_500_empty_2,sample_0014,,,69.6
deformable,record_500_empty_2,sample_0015,,,69.6
deformable,record_500_empty_2,sample_0016,,,69.6
deformable,record_500_empty_2,sample_0017,,,69.6
deformable,record_500_empty_2,sample_0018,,,66.1
deformable,record_500_empty_2,sample_0019,,,70.8
deformable,record_500_empty_2,sample_0020,,,70.2
deformable,record_500_empty_2,sample_0021,,,70.2
deformable,record_500_empty_2,sample_0022,,,70.8
deformable,record_500_empty_2,sample_0023,,,70.8
deformable,record_500_empty_2,sample_0024,,,70.8
deformable,record_500_empty_2,sample_0025,,,66.1
deformable,record_500_empty_2,sample_0026,,,69.6
deformable,record_500_empty_2,sample_0027,,,69.6
deformable,record_500_empty_2,sample_0028,,,66.1
deformable,record_500_empty_3,sample_0000,,,33.1
deformable,record_500_empty_3,sample_0001,,,35.9
deformable,record_500_empty_3,sample_0002,,,35.2
deformable,record_500_empty_3,sample_0003,,,34.1
deformable,record_500_empty_3,sample_0004,,,36.2
deformable,record_500_empty_3,sample_0005,,,35.7
deformable,record_500_empty_3,sample_0006,,,34.2
deformable,record_500_empty_3,sample_0007,,,34.4
deformable,record_500_empty_3,sample_0008,,,33.1
deformable,record_500_empty_3,sample_0009,,,33.0
deformable,record_500_empty_3,sample_0010,,,38.1
deformable,record_500_empty_3,sample_0011,,,32.6
deformable,record_500_empty_3,sample_0012,,,35.5
deformable,record_500_empty_3,sample_0013,,,34.6
deformable,record_500_empty_3,sample_0014,,,34.5
deformable,record_500_empty_3,sample_0015,,,32.9
deformable,record_500_empty_3,sample_0016,,,33.1
deformable,record_500_empty_3,sample_0017,,,32.6
deformable,record_500_empty_3,sample_0018,,,31.6
deformable,record_500_empty_3,sample_0019,,,27.5
deformable,record_500_empty_3,sample_0020,,,32.2
deformable,record_500_empty_3,sample_0021,,,31.6
deformable,record_500_empty_3,sample_0022,,,29.7
deformable,record_500_empty_3,sample_0023,,,30.8
deformable,record_500_empty_3,sample_0024,,,31.2
deformable,record_500_empty_3,sample_0025,,,31.8
deformable,record_500_empty_3,sample_0026,,,29.9
deformable,record_500_empty_4,sample_0000,,,28.2
deformable,record_500_empty_4,sample_0001,,,27.3
deformable,record_500_empty_4,sample_0002,,,27.5
deformable,record_500_empty_4,sample_0003,,,26.9
deformable,record_500_empty_4,sample_0004,,,27.1
deformable,record_500_empty_4,sample_0005,,,27.3
deformable,record_500_empty_4,sample_0006,,,27.5
deformable,record_500_empty_4,sample_0007,,,27.7
deformable,record_500_empty_4,sample_0008,,,27.6
deformable,record_500_empty_4,sample_0009,,,26.8
deformable,record_500_empty_4,sample_0010,,,27.7
deformable,record_500_empty_4,sample_0011,,,27.2
deformable,record_500_empty_4,sample_0012,,,26.4
deformable,record_500_empty_4,sample_0013,,,26.9
deformable,record_500_empty_4,sample_0014,,,26.9
deformable,record_500_empty_4,sample_0015,,,26.9
deformable,record_500_empty_4,sample_0016,,,26.4
deformable,record_500_empty_4,sample_0017,,,25.6
deformable,record_500_empty_4,sample_0018,,,27.3
deformable,record_500_empty_4,sample_0019,,,26.7
deformable,record_500_empty_4,sample_0020,,,27.2
deformable,record_500_empty_4,sample_0021,,,27.3
deformable,record_500_empty_4,sample_0022,,,27.6
deformable,record_500_empty_4,sample_0023,,,26.8
deformable,record_500_empty_4,sample_0024,,,26.4
deformable,record_500_empty_4,sample_0025,,,26.4
deformable,record_500_empty_4,sample_0026,,,25.9
deformable,record_500_empty_4,sample_0027,,,25.9
deformable,record_500_empty_4,sample_0028,,,23.5
deformable,record_500_empty_4,sample_0029,,,25.5
deformable,record_500_empty_4,sample_0030,,,26.4
deformable,record_500_empty_4,sample_0031,,,26.1
deformable,record_500_empty_4,sample_0032,,,26.7
deformable,record_500_empty_5,sample_0000,,,23.3
deformable,record_500_empty_5,sample_0001,,,21.0
deformable,record_500_empty_5,sample_0002,,,21.7
deformable,record_500_empty_5,sample_0003,,,22.2
deformable,record_500_empty_5,sample_0004,,,22.1
deformable,record_500_empty_5,sample_0005,,,20.4
deformable,record_500_empty_5,sample_0006,,,21.7
deformable,record_500_empty_5,sample_0007,,,22.1
deformable,record_500_empty_5,sample_0008,,,25.3
deformable,record_500_empty_5,sample_0009,,,22.6
deformable,record_500_empty_5,sample_0010,,,23.1
deformable,record_500_empty_5,sample_0011,,,23.7
deformable,record_500_empty_5,sample_0012,,,24.5
deformable,record_500_empty_5,sample_0013,,,23.7
deformable,record_500_empty_5,sample_0014,,,24.2
deformable,record_500_empty_5,sample_0015,,,24.4
deformable,record_500_empty_5,sample_0016,,,23.7
deformable,record_500_empty_5,sample_0017,,,24.3
deformable,record_500_empty_5,sample_0018,,,24.2
deformable,record_500_empty_5,sample_0019,,,21.1
deformable,record_500_empty_5,sample_0020,,,7.9
deformable,record_500_empty_5,sample_0021,,,25.8
deformable,record_500_empty_5,sample_0022,,,21.6
deformable,record_500_empty_5,sample_0023,,,22.3
deformable,record_500_empty_5,sample_0024,,,26.1
deformable,record_500_empty_5,sample_0025,,,20.9
deformable,record_500_empty_5,sample_0026,,,21.2
deformable,record_500_empty_6,sample_0000,,,23.2
deformable,record_500_empty_6,sample_0001,,,21.4
deformable,record_500_empty_6,sample_0002,,,23.0
deformable,record_500_empty_6,sample_0003,,,23.4
deformable,record_500_empty_6,sample_0004,,,22.6
deformable,record_500_empty_6,sample_0005,,,21.1
deformable,record_500_empty_6,sample_0006,,,20.3
deformable,record_500_empty_6,sample_0007,,,21.7
deformable,record_500_empty_6,sample_0008,,,21.2
deformable,record_500_empty_6,sample_0009,,,23.9
deformable,record_500_empty_6,sample_0010,,,22.0
deformable,record_500_empty_6,sample_0011,,,21.2
deformable,record_500_empty_6,sample_0012,,,21.1
deformable,record_500_empty_6,sample_0013,,,25.7
deformable,record_500_empty_6,sample_0014,,,21.8
deformable,record_500_empty_6,sample_0015,,,20.8
deformable,record_500_empty_6,sample_0016,,,23.1
deformable,record_500_empty_6,sample_0017,,,20.8
deformable,record_500_empty_6,sample_0018,,,20.6
deformable,record_500_empty_6,sample_0019,,,21.0
deformable,record_500_empty_6,sample_0020,,,22.6
deformable,record_500_empty_6,sample_0021,,,22.9
deformable,record_500_empty_6,sample_0022,,,21.3
deformable,record_500_empty_6,sample_0023,,,22.2
deformable,record_500_empty_6,sample_0024,,,21.3
deformable,record_500_empty_7,sample_0000,,,20.0
deformable,record_500_empty_7,sample_0001,,,20.0
deformable,record_500_empty_7,sample_0002,,,26.1
deformable,record_500_empty_7,sample_0003,,,20.4
deformable,record_500_empty_7,sample_0004,,,20.5
deformable,record_500_empty_7,sample_0005,,,20.0
deformable,record_500_empty_7,sample_0006,,,21.4
deformable,record_500_empty_7,sample_0007,,,21.9
deformable,record_500_empty_7,sample_0008,,,22.0
deformable,record_500_empty_7,sample_0009,,,27.4
deformable,record_500_empty_7,sample_0010,,,19.7
deformable,record_500_empty_7,sample_0011,,,26.6
deformable,record_500_empty_7,sample_0012,,,20.8
deformable,record_500_empty_7,sample_0013,,,20.4
deformable,record_500_empty_7,sample_0014,,,24.8
deformable,record_500_empty_7,sample_0015,,,25.6
deformable,record_500_empty_7,sample_0016,,,19.7
deformable,record_500_empty_7,sample_0017,,,25.4
deformable,record_500_empty_7,sample_0018,,,21.2
deformable,record_500_empty_7,sample_0019,,,20.2
deformable,record_500_empty_7,sample_0020,,,29.1
deformable,record_500_empty_7,sample_0021,,,20.2
deformable,record_500_empty_7,sample_0022,,,21.5
deformable,record_500_empty_7,sample_0023,,,20.4
deformable,record_500_empty_7,sample_0024,,,21.6
deformable,record_500_empty_7,sample_0025,,,20.3
deformable,record_500_empty_7,sample_0026,,,19.3
deformable,record_500_empty_7,sample_0027,,,19.3
deformable,record_500_empty_8,sample_0000,,,28.4
deformable,record_500_empty_8,sample_0001,,,26.9
deformable,record_500_empty_8,sample_0002,,,29.5
deformable,record_500_empty_8,sample_0003,,,21.0
deformable,record_500_empty_8,sample_0004,,,21.7
deformable,record_500_empty_8,sample_0005,,,21.8
deformable,record_500_empty_8,sample_0006,,,20.2
deformable,record_500_empty_8,sample_0007,,,29.1
deformable,record_500_empty_8,sample_0008,,,20.9
deformable,record_500_empty_8,sample_0009,,,20.4
deformable,record_500_empty_8,sample_0010,,,25.5
deformable,record_500_empty_8,sample_0011,,,29.3
deformable,record_500_empty_8,sample_0012,,,19.9
deformable,record_500_empty_8,sample_0013,,,30.3
deformable,record_500_empty_8,sample_0014,,,26.7
deformable,record_500_empty_8,sample_0015,,,30.5
deformable,record_500_empty_8,sample_0016,,,20.1
deformable,record_500_empty_8,sample_0017,,,27.4
deformable,record_500_empty_8,sample_0018,,,26.5
deformable,record_500_empty_8,sample_0019,,,26.4
deformable,record_500_empty_8,sample_0020,,,28.3
deformable,record_500_empty_8,sample_0021,,,29.2
deformable,record_500_empty_8,sample_0022,,,28.7
deformable,record_500_empty_8,sample_0023,,,19.3
deformable,record_500_empty_8,sample_0024,,,30.3
deformable,record_500_empty_9,sample_0000,,,22.2
deformable,record_500_empty_9,sample_0001,,,27.4
deformable,record_500_empty_9,sample_0002,,,28.4
deformable,record_500_empty_9,sample_0003,,,30.2
deformable,record_500_empty_9,sample_0004,,,32.1
deformable,record_500_empty_9,sample_0005,,,20.0
deformable,record_500_empty_9,sample_0006,,,29.1
deformable,record_500_empty_9,sample_0007,,,30.5
deformable,record_500_empty_9,sample_0008,,,30.8
deformable,record_500_empty_9,sample_0009,,,19.4
deformable,record_500_empty_9,sample_0010,,,20.3
deformable,record_500_empty_9,sample_0011,,,29.9
deformable,record_500_empty_9,sample_0012,,,24.3
deformable,record_500_empty_9,sample_0013,,,20.2
deformable,record_500_empty_9,sample_0014,,,28.4
deformable,record_500_empty_9,sample_0015,,,31.2
deformable,record_500_empty_9,sample_0016,,,20.8
deformable,record_500_empty_9,sample_0017,,,20.2
deformable,record_500_empty_9,sample_0018,,,19.9
deformable,record_500_empty_9,sample_0019,,,25.5
deformable,record_500_empty_9,sample_0020,,,26.5
deformable,record_500_empty_9,sample_0021,,,22.3
deformable,record_500_empty_9,sample_0022,,,20.6
deformable,record_500_empty_9,sample_0023,,,30.2
deformable,record_500_empty_9,sample_0024,,,24.5
deformable,record_500_empty_9,sample_0025,,,30.2
deformable,record_500_empty_9,sample_0026,,,32.3
deformable,record_big_bottle_empty_1,sample_0000,,,70.6
deformable,record_big_bottle_empty_1,sample_0001,,,70.6
deformable,record_big_bottle_empty_1,sample_0002,,,70.6
deformable,record_big_bottle_empty_1,sample_0003,,,70.6
deformable,record_big_bottle_empty_1,sample_0004,,,65.3
deformable,record_big_bottle_empty_1,sample_0005,,,70.6
deformable,record_big_bottle_empty_1,sample_0006,,,65.3
deformable,record_big_bottle_empty_1,sample_0007,,,66.8
deformable,record_big_bottle_empty_1,sample_0008,,,70.6
deformable,record_big_bottle_empty_1,sample_0009,,,70.6
deformable,record_big_bottle_empty_1,sample_0010,,,70.6
deformable,record_big_bottle_empty_1,sample_0011,,,70.6
deformable,record_big_bottle_empty_1,sample_0012,,,70.6
deformable,record_big_bottle_empty_1,sample_0013,,,70.6
deformable,record_big_bottle_empty_1,sample_0014,,,66.8
deformable,record_big_bottle_empty_1,sample_0015,,,70.6
deformable,record_big_bottle_empty_1,sample_0016,,,70.6
deformable,record_big_bottle_empty_1,sample_0017,,,70.6
deformable,record_big_bottle_empty_1,sample_0018,,,66.8
deformable,record_big_bottle_empty_1,sample_0019,,,70.6
deformable,record_big_bottle_empty_1,sample_0020,,,70.8
deformable,record_big_bottle_empty_1,sample_0021,,,70.8
deformable,record_big_bottle_empty_1,sample_0022,,,66.8
deformable,record_big_bottle_empty_1,sample_0023,,,70.8
deformable,record_big_bottle_empty_1,sample_0024,,,70.8
deformable,record_big_bottle_empty_1,sample_0025,,,70.8
deformable,record_big_bottle_empty_1,sample_0026,,,70.6
deformable,record_big_bottle_empty_10,sample_0000,,,31.4
deformable,record_big_bottle_empty_10,sample_0001,,,33.0
deformable,record_big_bottle_empty_10,sample_0002,,,31.8
deformable,record_big_bottle_empty_10,sample_0003,,,33.4
deformable,record_big_bottle_empty_10,sample_0004,,,31.5
deformable,record_big_bottle_empty_10,sample_0005,,,34.5
deformable,record_big_bottle_empty_10,sample_0006,,,31.9
deformable,record_big_bottle_empty_10,sample_0007,,,33.1
deformable,record_big_bottle_empty_10,sample_0008,,,34.3
deformable,record_big_bottle_empty_10,sample_0009,,,34.1
deformable,record_big_bottle_empty_10,sample_0010,,,31.4
deformable,record_big_bottle_empty_10,sample_0011,,,30.9
deformable,record_big_bottle_empty_10,sample_0012,,,31.2
deformable,record_big_bottle_empty_10,sample_0013,,,33.9
deformable,record_big_bottle_empty_10,sample_0014,,,32.5
deformable,record_big_bottle_empty_10,sample_0015,,,37.3
deformable,record_big_bottle_empty_10,sample_0016,,,35.2
deformable,record_big_bottle_empty_10,sample_0017,,,31.9
deformable,record_big_bottle_empty_10,sample_0018,,,32.6
deformable,record_big_bottle_empty_10,sample_0019,,,31.2
deformable,record_big_bottle_empty_10,sample_0020,,,35.4
deformable,record_big_bottle_empty_10,sample_0021,,,36.2
deformable,record_big_bottle_empty_10,sample_0022,,,33.4
deformable,record_big_bottle_empty_10,sample_0023,,,30.8
deformable,record_big_bottle_empty_10,sample_0024,,,33.5
deformable,record_big_bottle_empty_10,sample_0025,,,32.2
deformable,record_big_bottle_empty_10,sample_0026,,,34.4
deformable,record_big_bottle_empty_10,sample_0027,,,32.6
deformable,record_big_bottle_empty_10,sample_0028,,,34.4
deformable,record_big_bottle_empty_10,sample_0029,,,32.9
deformable,record_big_bottle_empty_10,sample_0030,,,35.2
deformable,record_big_bottle_empty_11,sample_0000,,,33.3
deformable,record_big_bottle_empty_11,sample_0001,,,31.5
deformable,record_big_bottle_empty_11,sample_0002,,,31.3
deformable,record_big_bottle_empty_11,sample_0003,,,31.3
deformable,record_big_bottle_empty_11,sample_0004,,,31.5
deformable,record_big_bottle_empty_11,sample_0005,,,31.0
deformable,record_big_bottle_empty_11,sample_0006,,,30.9
deformable,record_big_bottle_empty_11,sample_0007,,,30.9
deformable,record_big_bottle_empty_11,sample_0008,,,32.8
deformable,record_big_bottle_empty_11,sample_0009,,,32.7
deformable,record_big_bottle_empty_11,sample_0010,,,31.8
deformable,record_big_bottle_empty_11,sample_0011,,,30.9
deformable,record_big_bottle_empty_11,sample_0012,,,31.8
deformable,record_big_bottle_empty_11,sample_0013,,,32.2
deformable,record_big_bottle_empty_11,sample_0014,,,32.3
deformable,record_big_bottle_empty_11,sample_0015,,,32.5
deformable,record_big_bottle_empty_11,sample_0016,,,33.8
deformable,record_big_bottle_empty_11,sample_0017,,,31.3
deformable,record_big_bottle_empty_11,sample_0018,,,32.1
deformable,record_big_bottle_empty_11,sample_0019,,,32.4
deformable,record_big_bottle_empty_11,sample_0020,,,34.4
deformable,record_big_bottle_empty_11,sample_0021,,,32.8
deformable,record_big_bottle_empty_11,sample_0022,,,34.2
deformable,record_big_bottle_empty_11,sample_0023,,,35.6
deformable,record_big_bottle_empty_11,sample_0024,,,32.8
deformable,record_big_bottle_empty_11,sample_0025,,,33.6
deformable,record_big_bottle_empty_11,sample_0026,,,32.0
deformable,record_big_bottle_empty_11,sample_0027,,,33.2
deformable,record_big_bottle_empty_12,sample_0000,,,30.2
deformable,record_big_bottle_empty_12,sample_0001,,,29.3
deformable,record_big_bottle_empty_12,sample_0002,,,30.6
deformable,record_big_bottle_empty_12,sample_0003,,,30.3
deformable,record_big_bottle_empty_12,sample_0004,,,30.3
deformable,record_big_bottle_empty_12,sample_0005,,,30.9
deformable,record_big_bottle_empty_12,sample_0006,,,30.4
deformable,record_big_bottle_empty_12,sample_0007,,,28.4
deformable,record_big_bottle_empty_12,sample_0008,,,29.4
deformable,record_big_bottle_empty_12,sample_0009,,,27.8
deformable,record_big_bottle_empty_12,sample_0010,,,31.1
deformable,record_big_bottle_empty_12,sample_0011,,,27.8
deformable,record_big_bottle_empty_12,sample_0012,,,27.4
deformable,record_big_bottle_empty_12,sample_0013,,,31.2
deformable,record_big_bottle_empty_12,sample_0014,,,27.6
deformable,record_big_bottle_empty_12,sample_0015,,,28.3
deformable,record_big_bottle_empty_12,sample_0016,,,27.5
deformable,record_big_bottle_empty_12,sample_0017,,,30.4
deformable,record_big_bottle_empty_12,sample_0018,,,30.0
deformable,record_big_bottle_empty_12,sample_0019,,,30.1
deformable,record_big_bottle_empty_12,sample_0020,,,30.2
deformable,record_big_bottle_empty_12,sample_0021,,,27.9
deformable,record_big_bottle_empty_12,sample_0022,,,30.5
deformable,record_big_bottle_empty_12,sample_0023,,,30.5
deformable,record_big_bottle_empty_13,sample_0000,,,32.1
deformable,record_big_bottle_empty_13,sample_0001,,,32.0
deformable,record_big_bottle_empty_13,sample_0002,,,33.1
deformable,record_big_bottle_empty_13,sample_0003,,,35.0
deformable,record_big_bottle_empty_13,sample_0004,,,33.1
deformable,record_big_bottle_empty_13,sample_0005,,,32.5
deformable,record_big_bottle_empty_13,sample_0006,,,30.5
deformable,record_big_bottle_empty_13,sample_0007,,,32.0
deformable,record_big_bottle_empty_13,sample_0008,,,32.9
deformable,record_big_bottle_empty_13,sample_0009,,,32.6
deformable,record_big_bottle_empty_13,sample_0010,,,32.3
deformable,record_big_bottle_empty_13,sample_0011,,,31.6
deformable,record_big_bottle_empty_13,sample_0012,,,31.3
deformable,record_big_bottle_empty_13,sample_0013,,,31.4
deformable,record_big_bottle_empty_13,sample_0014,,,31.1
deformable,record_big_bottle_empty_13,sample_0015,,,31.1
deformable,record_big_bottle_empty_13,sample_0016,,,31.0
deformable,record_big_bottle_empty_13,sample_0017,,,31.8
deformable,record_big_bottle_empty_13,sample_0018,,,30.2
deformable,record_big_bottle_empty_13,sample_0019,,,30.7
deformable,record_big_bottle_empty_13,sample_0020,,,30.3
deformable,record_big_bottle_empty_13,sample_0021,,,32.9
deformable,record_big_bottle_empty_13,sample_0022,,,31.8
deformable,record_big_bottle_empty_13,sample_0023,,,31.9
deformable,record_big_bottle_empty_13,sample_0024,,,31.5
deformable,record_big_bottle_empty_13,sample_0025,,,30.7
deformable,record_big_bottle_empty_13,sample_0026,,,29.9
deformable,record_big_bottle_empty_13,sample_0027,,,29.9
deformable,record_big_bottle_empty_13,sample_0028,,,31.2
deformable,record_big_bottle_empty_13,sample_0029,,,32.1
deformable,record_big_bottle_empty_13,sample_0030,,,31.2
deformable,record_big_bottle_empty_13,sample_0031,,,29.6
deformable,record_big_bottle_empty_13,sample_0032,,,29.3
deformable,record_big_bottle_empty_13,sample_0033,,,29.4
deformable,record_big_bottle_empty_13,sample_0034,,,28.8
deformable,record_big_bottle_empty_14,sample_0000,,,31.2
deformable,record_big_bottle_empty_14,sample_0001,,,30.5
deformable,record_big_bottle_empty_14,sample_0002,,,31.5
deformable,record_big_bottle_empty_14,sample_0003,,,29.0
deformable,record_big_bottle_empty_14,sample_0004,,,29.1
deformable,record_big_bottle_empty_14,sample_0005,,,30.6
deformable,record_big_bottle_empty_14,sample_0006,,,29.3
deformable,record_big_bottle_empty_14,sample_0007,,,30.4
deformable,record_big_bottle_empty_14,sample_0008,,,30.6
deformable,record_big_bottle_empty_14,sample_0009,,,29.6
deformable,record_big_bottle_empty_14,sample_0010,,,27.9
deformable,record_big_bottle_empty_14,sample_0011,,,27.3
deformable,record_big_bottle_empty_14,sample_0012,,,27.1
deformable,record_big_bottle_empty_14,sample_0013,,,29.4
deformable,record_big_bottle_empty_14,sample_0014,,,27.9
deformable,record_big_bottle_empty_14,sample_0015,,,28.6
deformable,record_big_bottle_empty_14,sample_0016,,,26.7
deformable,record_big_bottle_empty_14,sample_0017,,,28.7
deformable,record_big_bottle_empty_14,sample_0018,,,27.5
deformable,record_big_bottle_empty_14,sample_0019,,,30.2
deformable,record_big_bottle_empty_14,sample_0020,,,28.4
deformable,record_big_bottle_empty_14,sample_0021,,,29.7
deformable,record_big_bottle_empty_14,sample_0022,,,28.7
deformable,record_big_bottle_empty_14,sample_0023,,,29.6
deformable,record_big_bottle_empty_14,sample_0024,,,29.2
deformable,record_big_bottle_empty_14,sample_0025,,,28.4
deformable,record_big_bottle_empty_14,sample_0026,,,30.6
deformable,record_big_bottle_empty_14,sample_0027,,,29.5
deformable,record_big_bottle_empty_14,sample_0028,,,29.7
deformable,record_big_bottle_empty_14,sample_0029,,,29.1
deformable,record_big_bottle_empty_14,sample_0030,,,29.1
deformable,record_big_bottle_empty_14,sample_0031,,,27.6
deformable,record_big_bottle_empty_14,sample_0032,,,29.7
deformable,record_big_bottle_empty_15,sample_0000,,,30.0
deformable,record_big_bottle_empty_15,sample_0001,,,30.2
deformable,record_big_bottle_empty_15,sample_0002,,,29.3
deformable,record_big_bottle_empty_15,sample_0003,,,30.1
deformable,record_big_bottle_empty_15,sample_0004,,,30.8
deformable,record_big_bottle_empty_15,sample_0005,,,28.2
deformable,record_big_bottle_empty_15,sample_0006,,,30.2
deformable,record_big_bottle_empty_15,sample_0007,,,29.9
deformable,record_big_bottle_empty_15,sample_0008,,,29.7
deformable,record_big_bottle_empty_15,sample_0009,,,29.7
deformable,record_big_bottle_empty_15,sample_0010,,,29.2
deformable,record_big_bottle_empty_15,sample_0011,,,30.4
deformable,record_big_bottle_empty_15,sample_0012,,,30.9
deformable,record_big_bottle_empty_15,sample_0013,,,30.7
deformable,record_big_bottle_empty_15,sample_0014,,,32.1
deformable,record_big_bottle_empty_15,sample_0015,,,30.9
deformable,record_big_bottle_empty_15,sample_0016,,,29.7
deformable,record_big_bottle_empty_15,sample_0017,,,30.1
deformable,record_big_bottle_empty_15,sample_0018,,,31.4
deformable,record_big_bottle_empty_15,sample_0019,,,30.0
deformable,record_big_bottle_empty_15,sample_0020,,,30.1
deformable,record_big_bottle_empty_15,sample_0021,,,30.5
deformable,record_big_bottle_empty_15,sample_0022,,,30.2
deformable,record_big_bottle_empty_15,sample_0023,,,28.9
deformable,record_big_bottle_empty_15,sample_0024,,,28.0
deformable,record_big_bottle_empty_15,sample_0025,,,27.6
deformable,record_big_bottle_empty_15,sample_0026,,,27.3
deformable,record_big_bottle_empty_15,sample_0027,,,30.5
deformable,record_big_bottle_empty_15,sample_0028,,,27.0
deformable,record_big_bottle_empty_15,sample_0029,,,30.6
deformable,record_big_bottle_empty_15,sample_0030,,,27.8
deformable,record_big_bottle_empty_16,sample_0000,,,29.3
deformable,record_big_bottle_empty_16,sample_0001,,,30.4
deformable,record_big_bottle_empty_16,sample_0002,,,30.3
deformable,record_big_bottle_empty_16,sample_0003,,,30.6
deformable,record_big_bottle_empty_16,sample_0004,,,31.6
deformable,record_big_bottle_empty_16,sample_0005,,,26.7
deformable,record_big_bottle_empty_16,sample_0006,,,31.0
deformable,record_big_bottle_empty_16,sample_0007,,,31.7
deformable,record_big_bottle_empty_16,sample_0008,,,31.5
deformable,record_big_bottle_empty_16,sample_0009,,,30.6
deformable,record_big_bottle_empty_16,sample_0010,,,30.8
deformable,record_big_bottle_empty_16,sample_0011,,,30.8
deformable,record_big_bottle_empty_16,sample_0012,,,30.9
deformable,record_big_bottle_empty_16,sample_0013,,,30.7
deformable,record_big_bottle_empty_16,sample_0014,,,31.1
deformable,record_big_bottle_empty_16,sample_0015,,,30.8
deformable,record_big_bottle_empty_16,sample_0016,,,30.8
deformable,record_big_bottle_empty_16,sample_0017,,,28.9
deformable,record_big_bottle_empty_16,sample_0018,,,30.6
deformable,record_big_bottle_empty_16,sample_0019,,,28.7
deformable,record_big_bottle_empty_16,sample_0020,,,28.5
deformable,record_big_bottle_empty_16,sample_0021,,,30.9
deformable,record_big_bottle_empty_16,sample_0022,,,29.4
deformable,record_big_bottle_empty_16,sample_0023,,,27.5
deformable,record_big_bottle_empty_16,sample_0024,,,31.2
deformable,record_big_bottle_empty_16,sample_0025,,,27.5
deformable,record_big_bottle_empty_16,sample_0026,,,28.1
deformable,record_big_bottle_empty_16,sample_0027,,,30.6
deformable,record_big_bottle_empty_16,sample_0028,,,30.4
deformable,record_big_bottle_empty_16,sample_0029,,,28.8
deformable,record_big_bottle_empty_16,sample_0030,,,30.3
deformable,record_big_bottle_empty_16,sample_0031,,,30.2
deformable,record_big_bottle_empty_16,sample_0032,,,31.2
deformable,record_big_bottle_empty_16,sample_0033,,,30.9
deformable,record_big_bottle_empty_16,sample_0034,,,30.7
deformable,record_big_bottle_empty_2,sample_0000,,,71.0
deformable,record_big_bottle_empty_2,sample_0001,,,71.0
deformable,record_big_bottle_empty_2,sample_0002,,,71.0
deformable,record_big_bottle_empty_2,sample_0003,,,70.5
deformable,record_big_bottle_empty_2,sample_0004,,,70.5
